Documento,Cantidad,Fecha,Producto,Precio,Total
Ticket,,07/06/2024,,,
PZA,1,,Kotex Unica Nocturna 10pz,24,24
Ticket,,07/06/2024,,,
PZA,1,,Sal La Fina  1k,17,17
PZA,1,,Lala deslactosada 1lit,24,24
Ticket,,07/06/2024,,,
PZA,1,,Epura 1 lt,13,13
PZA,1,,Pinol 828 ml,26,26
Ticket,,07/06/2024,,,
PZA,1,,Totopos 280G Normal,32,32
Ticket,,07/06/2024,,,
PZA,1,,Galletas Animalitos 200g,10,10
Ticket,,07/06/2024,,,
PZA,1,,PALOMITAS PREPARADAS EXTRAMANTEQUILLA,16,16
Ticket,,07/06/2024,,,
PZA,1,,Sabritas Flamin Hot 45gm,17,17
PZA,2,,Sopa Nissin camaron C/Habanero,15,30
PZA,1,,chips fuego 62g,21,21
Ticket,,07/06/2024,,,
PZA,1,,Importe Botella,10,10
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
PZA,1,,Valle Frut Citrus 600ML 330683,16,16
Ticket,,07/06/2024,,,
PZA,0.16,,Queso De Hebra,126,20
Ticket,,07/06/2024,,,
PZA,1,,Takis Fuego Mas Picante 65g,17,17
Ticket,,07/06/2024,,,
PZA,1,,Paketaxo Xtra Flamin Hot 70gr,19,19
Ticket,,07/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,07/06/2024,,,
PZA,1,,YOMI DE CHOCOLATE FRIA 1LT,31,31
Ticket,,07/06/2024,,,
,,,,,
PZA,2,,XL-3 VR par,15,30
Ticket,,07/06/2024,,,
PZA,1,,Senzao Guarana 2lts,31,31
Ticket,,07/06/2024,,,
PZA,5,,Pila Rayovac Doble AA 1pz,11,55
Ticket,,07/06/2024,,,
PZA,1,,Clorets Plus 4pastillas,3,3
PZA,1,,Naturella Nocturna 6zonas,20,20
Ticket,,07/06/2024,,,
PZA,1,,Electrolit Fresa 625 Ml,25,25
Ticket,,07/06/2024,,,
PZA,273,,Abono Clientes Pay Joy,1,273
PZA,1,,Comision Pay Joy,15,15
Ticket,,07/06/2024,,,
PZA,0.48,,Queso De Hebra,126,60
Ticket,,07/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,07/06/2024,,,
PZA,1,,Senzao Guarana 2lts,31,31
Ticket,,07/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,07/06/2024,,,
PZA,1,,Vogue Higienico De Rollo Ind,8,8
Ticket,,07/06/2024,,,
PZA,1,,Mariposa Negro 601,25,25
Ticket,,07/06/2024,,,
PZA,2,,Clorets Plus 4pastillas,3,6
Ticket,,07/06/2024,,,
PZA,1,,Carlos V 18g,10,10
PZA,1,,Chocoroles Piña  2p 80G,21,21
PZA,1,,Vitaloe Mega 500ml,18,18
PZA,1,,Cheetos Flamin Hot 52gr,14,14
PZA,1,,Fanta Fresa 600ml,18,18
PZA,3,,Sopa Maruchan Camaron Habanero,17,51
Ticket,,07/06/2024,,,
PZA,0.25,,Bolsa Natural 20x30 Para Kg,76,19
Ticket,,07/06/2024,,,
PZA,2,,Envios De Recargas,1,2
,,,,,
PZA,100,,ICSI Recargas Xtreme,1,100
Ticket,,07/06/2024,,,
PZA,0.29,,Jamon Rebanado Suly 1kg,69,20
Ticket,,07/06/2024,,,
PZA,1,,Big Mix Queso 75g,17,17
Ticket,,07/06/2024,,,
PZA,1,,Vuala Chocolate 1pza,18,18
Ticket,,07/06/2024,,,
PZA,1,,Elote Herdez 225g,15,15
PZA,1,,Ensalada De Verduras Costeña 220,12,12
Ticket,,07/06/2024,,,
PZA,1,,Epura 1.5 lt,16,16
Ticket,,07/06/2024,,,
PZA,1,,Canelitas Marinela 120g,21,21
PZA,1,,Azucar 1 Kg,24,24
Ticket,,07/06/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,2100,,MASTERXTREME MAYOREO RECARGA,0.95,1999.2
Ticket,,07/06/2024,,,
PZA,1000,,MASTER SERVICIOS XTREME,1,1000
Ticket,,07/06/2024,,,
PZA,1,,Totopos 280G Normal,32,32
Ticket,,07/06/2024,,,
PZA,1000,,MASTER SERVICIOS XTREME,1,1000
Ticket,,07/06/2024,,,
PZA,1,,Naturella Nocturna 6zonas,20,20
Ticket,,07/06/2024,,,
PZA,1051,,MASTER TMAC MAYOREO RECARGA,0.95,1000.97
Ticket,,07/06/2024,,,
PZA,26,,Envios De Recargas,1,26
PZA,1825,,RECARGAS XTREME (MULTICEL-MINISUPER),1,1825
Ticket,,07/06/2024,,,
PZA,0.14,,Jamon Rebanado Suly 1kg,69,10
Ticket,,07/06/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,20,,RECARGAS XTREME (MULTICEL-MINISUPER),1,20
Ticket,,07/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
,,,,,
Ticket,,07/06/2024,,,
PZA,0.5,,Queso Fresco,109,54.5
Ticket,,07/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,07/06/2024,,,
PZA,1,,chips fuego 62g,21,21
PZA,3,,Sopa Maruchan Camaron Habanero,17,51
Ticket,,07/06/2024,,,
PZA,1,,Chocomilk Sobre 160g,27,27
PZA,1,,LALA DESLACTOSADA FRIA,27,27
PZA,1,,Paleta Payaso 45g,17,17
PZA,0.22,,Jamon Rebanado Suly 1kg,69,15
PZA,1,,Sidral Munded Jumbo 3 Lts,38,38
Ticket,,07/06/2024,,,
PZA,1,,chips fuego 62g,21,21
Ticket,,07/06/2024,,,
PZA,1,,Cheetos Flamin Hot 52gr,14,14
Ticket,,07/06/2024,,,
PZA,1,,Manos libres Moreka,50,50
Ticket,,07/06/2024,,,
PZA,1,,Raidolito Lavanda individual 1par,4.5,4.5
PZA,0.5,,Arroz 1kg,22,11
PZA,0.51,,Salchijocho Pavo Any Agranel,49,25
Ticket,,07/06/2024,,,
PZA,1,,Lala deslactosada 1lit,24,24
Ticket,,07/06/2024,,,
PZA,1,,Nescafe Dolca 22gr Sobre Grande,15,15
Ticket,,07/06/2024,,,
PZA,1,,Maravillas Gamesa 116g,18,18
Ticket,,07/06/2024,,,
PZA,0.5,,Azucar 1 Kg,25,12.5
Ticket,,07/06/2024,,,
PZA,1,,Nutrileche 1pza,20,20
PZA,1,,Chocomilk Sobre 160g,27,27
Ticket,,07/06/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,15,,RECARGAS XTREME (MULTICEL-MINISUPER),1,15
Ticket,,08/06/2024,,,
,,,,,
PZA,6,,HUEVO CRIO CONO 30PZ,65,390
Ticket,,08/06/2024,,,
PZA,3,,Hielo Individual,5,15
Ticket,,08/06/2024,,,
PZA,1,,Galletas Animalitos 200g,10,10
PZA,0.16,,Queso De Hebra,126,20
Ticket,,08/06/2024,,,
PZA,1,,Bran Frut 58G FRESA,13,13
PZA,1,,Yoplait Licuado De Fresa 470gm 9534,25.5,25.5
Ticket,,08/06/2024,,,
PZA,2,,Head Shoulders Sobre Limpieza Renovadora 10ml,2.5,5
PZA,1,,Bolsa individual Asa Rayada Gde 1pz,3,3
PZA,1,,Axion 500 gr,26,26
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,08/06/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,08/06/2024,,,
PZA,1,,Importe Botella,10,10
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,08/06/2024,,,
PZA,1,,Mantecadas Vainilla C/6pzas 187.5gr,29,29
Ticket,,08/06/2024,,,
PZA,1,,Clarasol 1.850lt,23,23
PZA,0.44,,Queso De Hebra,126,55.99
Ticket,,08/06/2024,,,
PZA,1,,Epura 1 lt,13,13
Ticket,,08/06/2024,,,
PZA,1,,HUEVO CRIO CONO 30PZ,66,66
Ticket,,08/06/2024,,,
PZA,1,,Tendedero Cafe/Bco,17,17
Ticket,,08/06/2024,,,
PZA,1,,Gatorade Mora 1 L,33,33
Ticket,,08/06/2024,,,
PZA,0.18,,Queso Fresco,109,20
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,08/06/2024,,,
PZA,0.24,,Queso De Hebra,126,30
Ticket,,08/06/2024,,,
,,,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,08/06/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,08/06/2024,,,
PZA,1,,Nectar Valle Durazno Cristal 413ml,18,18
Ticket,,08/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
PZA,1,,Fresca Jumbo 3lts,38,38
Ticket,,08/06/2024,,,
PZA,1,,Vaso de Unicel Convermex #12,20,20
Ticket,,08/06/2024,,,
PZA,1,,Cremax Chocolate 213g,31,31
Ticket,,08/06/2024,,,
PZA,1,,Marianitas De Coco 185gr,13,13
Ticket,,08/06/2024,,,
PZA,1,,Marianitas De Coco 185gr,13,13
Ticket,,08/06/2024,,,
PZA,1,,Globo Individual,2,2
Ticket,,08/06/2024,,,
PZA,1,,Queso De Hebra,125,125
Ticket,,08/06/2024,,,
PZA,1,,Tang De Jamaica 25gm,6,6
Ticket,,08/06/2024,,,
PZA,1,,Queso Manchego Fud 180G 8381,40,40
PZA,2,,Pan Molido Bimbo Clasico 210g,28,56
PZA,0.72,,Jamon Rebanado Suly 1kg,69,50
Ticket,,08/06/2024,,,
PZA,0.64,,Queso Fresco,109,70
Ticket,,08/06/2024,,,
PZA,1,,Mantecadas Vainilla C/6pzas 187.5gr,29,29
PZA,1,,Fresca 600ml,18,18
Ticket,,08/06/2024,,,
PZA,1,,Delaware Punch 2L,29,29
PZA,0.26,,Queso Fresco,109,28
Ticket,,08/06/2024,,,
PZA,1,,Bolsa Basura Mediana 1pza,5,5
PZA,4,,Huevo Crio Individual 1pza,3,12
PZA,0.24,,Queso De Hebra,126,30
,,,,,
Ticket,,08/06/2024,,,
PZA,0.37,,Queso Fresco,109,40
Ticket,,08/06/2024,,,
PZA,1,,Agua Ciel 600ml 307906,10,10
Ticket,,08/06/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,08/06/2024,,,
PZA,1,,Servilleta Tender 125hjs,13,13
PZA,1,,Cuchara Sopera Grande,15,15
PZA,1,,Tenedor Grande 25pzas,13,13
Ticket,,08/06/2024,,,
PZA,2,,Huevo Crio Individual 1pza,3,6
Ticket,,08/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,08/06/2024,,,
PZA,0.2,,Queso De Hebra,126,25
Ticket,,08/06/2024,,,
PZA,1,,Vuala Chocolate 1pza,18,18
PZA,1,,Senzao Guarana 600ml 8330,18,18
Ticket,,08/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,08/06/2024,,,
PZA,1,,Ajo 1pza,6,6
Ticket,,08/06/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,08/06/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,08/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,08/06/2024,,,
PZA,1,,COMISION SERVICIOS 1-500 ( MULTI-SUSI ),10,10
PZA,400,,PAGO SERVICIOS XTREME MULTIPAGOS,1,400
Ticket,,08/06/2024,,,
PZA,1,,Coca Lata 355ml,20,20
PZA,1,,Coca Cola 400ml,14,14
PZA,1,,Coca Cola 600ml,19,19
Ticket,,08/06/2024,,,
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
,,,,,
Ticket,,08/06/2024,,,
PZA,6,,Coca Retornable 3LTS 3068,38,228
Ticket,,08/06/2024,,,
PZA,0.4,,Queso De Hebra,126,50
Ticket,,08/06/2024,,,
PZA,1,,Gatorade Mora 1 L,33,33
Ticket,,08/06/2024,,,
PZA,2,,Sopa Nissin Camaron Picante,15,30
Ticket,,08/06/2024,,,
PZA,1,,Electrolit Coco 625ml,25,25
Ticket,,08/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,08/06/2024,,,
PZA,1,,Prestobarba Permasharp,10,10
Ticket,,08/06/2024,,,
PZA,1,,Aliviax 550mg C/U,15,15
Ticket,,08/06/2024,,,
PZA,0.24,,Queso De Hebra,126,30
Ticket,,08/06/2024,,,
PZA,1,,Fanta Naranja 600ml,18,18
PZA,1,,Coca Cola 600ml,19,19
Ticket,,08/06/2024,,,
PZA,1,,Pepsi 2.5 RETORNABLE 2437,30,30
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,08/06/2024,,,
PZA,1,,Marias Doradas 224g,31,31
Ticket,,08/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,08/06/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
Ticket,,08/06/2024,,,
PZA,0.4,,Queso Fresco,109,44
Ticket,,08/06/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
Ticket,,08/06/2024,,,
PZA,0.24,,Queso De Hebra,126,30
Ticket,,08/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
,,,,,
Ticket,,08/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,08/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,08/06/2024,,,
PZA,525,,MASTERXTREME MAYOREO RECARGA,0.95,499.8
Ticket,,08/06/2024,,,
PZA,1,,Gansito Tradicional 1p 50g,17,17
Ticket,,08/06/2024,,,
PZA,0.28,,Queso Fresco,109,30
Ticket,,08/06/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,08/06/2024,,,
PZA,2,,Sal La Fina  1k,17,34
Ticket,,08/06/2024,,,
PZA,9,,Envios De Recargas,1,9
PZA,580,,RECARGAS XTREME (MULTICEL-MINISUPER),1,580
Ticket,,08/06/2024,,,
PZA,1,,Saladita 186GM,19,19
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,08/06/2024,,,
PZA,1,,Horchata Flor de Tabasco 250ml,20,20
PZA,6,,Huevo Crio Individual 1pza,3,18
Ticket,,08/06/2024,,,
PZA,0.64,,Queso Fresco,109,70
Ticket,,08/06/2024,,,
PZA,1,,Fabuloso 500g Lavanda,19,19
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,08/06/2024,,,
PZA,3,,Analgen 220mg,8,24
PZA,1,,Egoplant  Sabor Herbal 200ml Omnilife,45,45
PZA,1,,Chivacola Botella Omnilife 600ml,18,18
PZA,1,,Coca Jumbo 3lts 4745,50,50
Ticket,,08/06/2024,,,
PZA,1,,Hielo Individual,5,5
PZA,1,,Azucar 1 Kg,24,24
Ticket,,08/06/2024,,,
PZA,1,,Vela Cumpleaños Espiral Colores,15,15
,,,,,
Ticket,,08/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,08/06/2024,,,
PZA,1,,Fanta Jumbo Fresa 3lts,38,38
Ticket,,08/06/2024,,,
PZA,1,,Halls Yerbabuena 34gm,9,9
Ticket,,08/06/2024,,,
PZA,1,,Trident Menta 4 past 5.2gr,3,3
Ticket,,08/06/2024,,,
PZA,1,,Pan Tostado Bimbo Normal,32,32
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,08/06/2024,,,
PZA,1,,CHUPADEDO BOLSA 309Z 660GR,49,49
PZA,7,,Paleta Payaso 45g,17,119
Ticket,,08/06/2024,,,
PZA,1,,Fibra Con Esponja Mex 2pza,10,10
PZA,0.41,,Salchijocho Pavo Any Agranel,49,20
PZA,0.28,,Queso Fresco,109,30
Ticket,,08/06/2024,,,
PZA,1,,Canelitas Marinela 120g,21,21
PZA,1,,Paleta cupido vero fresa,3,3
PZA,1,,Carlos V 18g,10,10
PZA,1,,Pop Karameladas 45 g,10,10
PZA,2,,Chupadedo Paleta Indiv 1pza,3,6
Ticket,,08/06/2024,,,
PZA,1,,Paleta cupido vero fresa,3,3
Ticket,,08/06/2024,,,
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,08/06/2024,,,
PZA,1,,Tang De Naranja 25gm,6,6
PZA,0.36,,Jamon Rebanado Suly 1kg,69,25
Ticket,,08/06/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
PZA,1,,Navaja Gillette Individual,6,6
Ticket,,08/06/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
PZA,0.18,,Queso Fresco,109,20
Ticket,,08/06/2024,,,
,,,,,
PZA,1,,Epura 10 Lt,39,39
Ticket,,08/06/2024,,,
PZA,1,,Roles Glaseados 3pzas 205g,27,27
PZA,1,,Coca Cola 600ml,19,19
Ticket,,08/06/2024,,,
PZA,0.5,,Whiskas 1kg,53,26.5
Ticket,,08/06/2024,,,
PZA,0.29,,Jamon Rebanado Suly 1kg,69,20
Ticket,,08/06/2024,,,
PZA,2,,Curita Adheciba $3.00Par,3,6
Ticket,,08/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,08/06/2024,,,
PZA,1,,Plato Termico Pastelero #006,16,16
PZA,1,,Tenedor Chico 50pzas,13,13
PZA,1,,VASO PLASTICO JAGUAR #8 PAQ 50PZ,31,31
PZA,1,,Sidral Munded Jumbo 3 Lts,38,38
PZA,3,,Coca Retornable 3LTS 3068,38,114
Ticket,,08/06/2024,,,
PZA,0.27,,Queso De Hebra,126,34.02
Ticket,,08/06/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
PZA,1,,Chivacola Botella Omnilife 600ml,18,18
Ticket,,08/06/2024,,,
PZA,1,,Plato Hondo Convermex Ph8,24,24
Ticket,,08/06/2024,,,
PZA,2,,Obao Piel Delicada Spray Dama 150ml,52,104
PZA,1,,Amper Blueberry energy 473ml,19,19
Ticket,,08/06/2024,,,
PZA,1,,Fanta Uva 3lt,38,38
Ticket,,08/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
PZA,1,,Servilleta Tender 125hjs,13,13
Ticket,,08/06/2024,,,
PZA,1,,Plato Hondo Convermex Ph8,24,24
Ticket,,08/06/2024,,,
PZA,1,,Galletas Animalitos 200g,10,10
,,,,,
Ticket,,08/06/2024,,,
PZA,1,,COPIA CREDENCIAL,2,2
PZA,1,,Folder Carta Beige,6,6
Ticket,,08/06/2024,,,
PZA,1,,Electrolit Coco 625ml,25,25
PZA,1,,Tenedor Grande 25pzas,13,13
PZA,1,,Plato Con Division,20,20
Ticket,,08/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,08/06/2024,,,
PZA,2,,Totopos 280G Normal,32,64
Ticket,,08/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,08/06/2024,,,
PZA,1,,chips fuego 62g,21,21
PZA,1,,Platanitos Fritos Y Chicharrones (bananitas),18,18
Ticket,,08/06/2024,,,
PZA,1,,Jamaica bolsa 100gr,19,19
Ticket,,08/06/2024,,,
PZA,2,,Galletas Animalitos 200g,10,20
Ticket,,08/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,08/06/2024,,,
PZA,1,,Clavel Abre Facil 360ml,20,20
Ticket,,08/06/2024,,,
PZA,1,,Palomitas Extramantequilla 85g,13,13
PZA,1,,Emperador Vainilla 86g 101113,19,19
PZA,1,,Bran Frut De Piña Bimbo 58g,13,13
PZA,2,,Bran frut con granos ancestrales 60 gr,14.04,28.08
PZA,2,,Amper Blueberry energy 473ml,19,38
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,08/06/2024,,,
PZA,1,,Flanax 550 C/Uno 7501008498880,13,13
PZA,1,,yoghurt griego fresa 220g,15,15
PZA,1,,Yoghurt Yoplait Manzana 250gr 9222,14,14
Ticket,,08/06/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,08/06/2024,,,
,,,,,
PZA,0.29,,Jamon Rebanado Suly 1kg,69,20
PZA,0.16,,Queso De Hebra,126,20
Ticket,,08/06/2024,,,
PZA,1,,Coca Jumbo 3lts 4745,50,50
Ticket,,08/06/2024,,,
PZA,1,,Lala deslactosada 1lit,24,24
PZA,1,,Nescafe Clasico 42g,33,33
Ticket,,08/06/2024,,,
PZA,0.28,,Queso Fresco,109,30
Ticket,,08/06/2024,,,
PZA,1,,Naturella Alas Fibras Organicas F/Abund 8pzas,16,16
Ticket,,08/06/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,08/06/2024,,,
PZA,3,,Envios De Recargas,1,3
PZA,180,,ICSI Recargas Xtreme,1,180
Ticket,,08/06/2024,,,
PZA,1,,NORTOMATE CAJA 2PZ,5,5
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
PZA,1,,Codito Numero 2,9,9
Ticket,,08/06/2024,,,
PZA,4,,Queso Philadelphia 190g 8602,46.5,186
Ticket,,08/06/2024,,,
PZA,1,,Vuala Chocolate 1pza,18,18
Ticket,,08/06/2024,,,
PZA,1,,Chupadedo Paleta Indiv 1pza,3,3
Ticket,,08/06/2024,,,
PZA,1,,XL-3 Extra Gripa y tos Par,12,12
PZA,1,,Barras de Coco 106g 100957,19,19
PZA,1,,Nutrileche 1pza,20,20
PZA,1,,Pan Tostado Bimbo Normal,32,32
PZA,1,,Nescafe Clasico 120g,89,89
Ticket,,08/06/2024,,,
PZA,2,,HUEVO CRIO CONO 30PZ,66,132
Ticket,,08/06/2024,,,
PZA,2,,Bombon Individual,1,2
PZA,2,,Pila Rayovac Triple AAA par,22,44
PZA,1,,Azucar 1 Kg,24,24
,,,,,
PZA,0.28,,Queso Fresco,109,30
Ticket,,08/06/2024,,,
PZA,1,,Horchata Flor de Tabasco 250ml,20,20
Ticket,,08/06/2024,,,
PZA,1,,QUESO CREMA 1 BARRA,53,53
Ticket,,08/06/2024,,,
PZA,1,,COMISION SERVICIOS 1-500 ( MULTI-SUSI ),10,10
PZA,249,,PAGO SERVICIOS XTREME MULTIPAGOS,1,249
Ticket,,08/06/2024,,,
PZA,1,,Nescafe Clasico 42g,33,33
Ticket,,08/06/2024,,,
PZA,1,,Azucar 1 Kg,24,24
Ticket,,08/06/2024,,,
PZA,1,,Mantequilla La Villita 90gr,14,14
PZA,2,,Lala deslactosada 1lit,24,48
PZA,1,,Hot Cakes Pronto 500g,39,39
Ticket,,08/06/2024,,,
PZA,3,,Envios De Recargas,1,3
PZA,180,,RECARGAS XTREME (MULTICEL-MINISUPER),1,180
Ticket,,09/06/2024,,,
PZA,2,,XL-3 VR par,15,30
Ticket,,09/06/2024,,,
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,09/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,09/06/2024,,,
PZA,0.23,,Queso Fresco,109,25
Ticket,,09/06/2024,,,
PZA,1,,Canelitas Tubo 249g,32,32
Ticket,,09/06/2024,,,
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,09/06/2024,,,
PZA,1,,Gatorade Mora 1 L,33,33
Ticket,,09/06/2024,,,
PZA,1,,Acido Muriatico 1lt,19,19
Ticket,,09/06/2024,,,
PZA,2,,PEPSI 3LTS PAQ 8PZ,250,500
Ticket,,09/06/2024,,,
,,,,,
PZA,0.18,,Queso Fresco,109,20
Ticket,,09/06/2024,,,
PZA,2,,Gelatina Lala General 125gr 020556,7,14
Ticket,,09/06/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,09/06/2024,,,
PZA,1,,HUEVO CRIO CONO 30PZ,66,66
Ticket,,09/06/2024,,,
PZA,1,,TORTILLINA DEL HOGAR300G,20,20
Ticket,,09/06/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,Sidral mundet fresa kiwi 2 lts,30,30
Ticket,,09/06/2024,,,
PZA,0.24,,Queso De Hebra,126,30
Ticket,,09/06/2024,,,
PZA,1,,Bicolor Mega Smarty art 40323,10,10
PZA,1,,Marcador Permanente Sharpie Fino,19,19
Ticket,,09/06/2024,,,
PZA,1,,Yoghurt Licuado Manzana Y Granola 470g 9422,25,25
Ticket,,09/06/2024,,,
PZA,1,,Vuala Chocolate 1pza,18,18
Ticket,,09/06/2024,,,
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,09/06/2024,,,
PZA,0.61,,Salchijocho Pavo Any Agranel,49,30
Ticket,,09/06/2024,,,
PZA,1,,Gatorade Mora 1 L,33,33
Ticket,,09/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,09/06/2024,,,
PZA,5,,Vaso Individual del #8 1pza,1,5
Ticket,,09/06/2024,,,
PZA,2,,Sobre Coin Para Dinero,3,6
Ticket,,09/06/2024,,,
PZA,1,,Paketaxo Mezcladito Ch 70gr,19,19
Ticket,,09/06/2024,,,
PZA,1,,Epura 1 lt,13,13
Ticket,,09/06/2024,,,
,,,,,
PZA,1,,Peñafiel Naranjada 600ml,18,18
Ticket,,09/06/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,09/06/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,09/06/2024,,,
PZA,0.24,,Queso De Hebra,126,30
Ticket,,09/06/2024,,,
PZA,2,,Trident Menta 4 past 5.2gr,3,6
PZA,1,,Chivacola Botella Omnilife 600ml,18,18
PZA,1,,Lapiz Mirado 1pz,6,6
Ticket,,09/06/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,09/06/2024,,,
PZA,1,,Amper Blueberry energy 473ml,19,19
Ticket,,09/06/2024,,,
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
Ticket,,09/06/2024,,,
PZA,2,,Borrador Mediano WS30,7,14
PZA,2,,Lapiz Mirado 1pz,6,12
Ticket,,09/06/2024,,,
PZA,1,,Carlos V 18g,10,10
PZA,1,,BubuLubu Ricolino 35g,10,10
PZA,1,,Milky Way 52g,17,17
PZA,2,,YOMI DE CHOCOLATE FRIA 1LT,31,62
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,1,,Alpura Chocolate 200ml Chocopower,11,11
PZA,0.24,,Queso De Hebra,126,30
PZA,0.29,,Jamon Rebanado Suly 1kg,69,20
Ticket,,09/06/2024,,,
PZA,1,,Paleta cupido vero fresa,3,3
PZA,1,,Chupadedo Paleta Indiv 1pza,3,3
PZA,1,,Sidral Munded Jumbo 3 Lts,38,38
Ticket,,09/06/2024,,,
PZA,1,,XL-3 Extra Gripa y tos Par,12,12
Ticket,,09/06/2024,,,
PZA,1,,Peñafiel Twist Con Limon Y Sal 600ml,18,18
,,,,,
Ticket,,09/06/2024,,,
PZA,1,,PEPSI 3LTS PAQ 8PZ,250,250
Ticket,,09/06/2024,,,
PZA,1,,Vaso de Unicel #8 Paq 25pzas,17,17
Ticket,,09/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,09/06/2024,,,
PZA,0.14,,Jamon Rebanado Suly 1kg,69,10
PZA,8,,Huevo Crio Individual 1pza,3,24
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,09/06/2024,,,
PZA,1,,Chile En Rajas La Costeña 105 Gr,9,9
Ticket,,09/06/2024,,,
PZA,5,,Bombon Individual,1,5
Ticket,,09/06/2024,,,
PZA,1,,Paketaxo Mezcladito Ch 70gr,19,19
PZA,1,,Paketaxo Quexo Ch 70gr,19,19
PZA,1,,Crackets Rollo Grande 135G 101151,20,20
